"YEAR","MONTH","DAY_OF_MONTH","CARRIER","FL_NUM","ORIGIN","DEST","DEP_DELAY","ARR_DELAY","CANCELLED","CANCELLATION_CODE","DIVERTED","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2015,5,21,"AA","44","SEA","JFK",-10.00,-29.00,0.00,"",0.00,309.00,283.00,2422.00,,,,,,
2015,5,22,"AA","44","SEA","JFK",85.00,89.00,0.00,"",0.00,332.00,298.00,2422.00,85.00,0.00,4.00,0.00,0.00,
2015,5,23,"AA","44","SEA","JFK",3.00,-16.00,0.00,"",0.00,309.00,278.00,2422.00,,,,,,
2015,5,24,"AA","44","SEA","JFK",1.00,-13.00,0.00,"",0.00,314.00,292.00,2422.00,,,,,,
2015,5,25,"AA","44","SEA","JFK",-2.00,-11.00,0.00,"",0.00,319.00,298.00,2422.00,,,,,,
2015,5,26,"AA","44","SEA","JFK",26.00,30.00,0.00,"",0.00,332.00,308.00,2422.00,26.00,0.00,4.00,0.00,0.00,
2015,5,27,"AA","44","SEA","JFK",-2.00,8.00,0.00,"",0.00,338.00,308.00,2422.00,,,,,,
2015,5,28,"AA","44","SEA","JFK",-4.00,-8.00,0.00,"",0.00,324.00,289.00,2422.00,,,,,,
2015,5,29,"AA","44","SEA","JFK",-9.00,-20.00,0.00,"",0.00,317.00,297.00,2422.00,,,,,,
2015,5,30,"AA","44","SEA","JFK",-3.00,-10.00,0.00,"",0.00,321.00,295.00,2422.00,,,,,,
2015,5,31,"AA","44","SEA","JFK",-3.00,8.00,0.00,"",0.00,339.00,310.00,2422.00,,,,,,
2015,5,1,"AA","45","JFK","LAS",37.00,26.00,0.00,"",0.00,341.00,305.00,2248.00,15.00,0.00,0.00,0.00,11.00,
2015,5,2,"AA","45","JFK","LAS",-1.00,-17.00,0.00,"",0.00,336.00,303.00,2248.00,,,,,,
2015,5,3,"AA","45","JFK","LAS",-9.00,-40.00,0.00,"",0.00,321.00,290.00,2248.00,,,,,,
2015,5,4,"AA","45","JFK","LAS",56.00,45.00,0.00,"",0.00,341.00,301.00,2248.00,45.00,0.00,0.00,0.00,0.00,
2015,5,5,"AA","45","JFK","LAS",2.00,-30.00,0.00,"",0.00,320.00,288.00,2248.00,,,,,,
2015,5,6,"AA","45","JFK","LAS",-1.00,-21.00,0.00,"",0.00,332.00,296.00,2248.00,,,,,,
2015,5,7,"AA","45","JFK","SEA",91.00,76.00,0.00,"",0.00,364.00,321.00,2422.00,4.00,0.00,0.00,0.00,72.00,
2015,5,8,"AA","45","JFK","SEA",40.00,37.00,0.00,"",0.00,376.00,326.00,2422.00,4.00,0.00,0.00,0.00,33.00,
2015,5,9,"AA","45","JFK","SEA",66.00,58.00,0.00,"",0.00,371.00,329.00,2422.00,58.00,0.00,0.00,0.00,0.00,
2015,5,10,"AA","45","JFK","SEA",-3.00,-16.00,0.00,"",0.00,366.00,329.00,2422.00,,,,,,
2015,5,11,"AA","45","JFK","SEA",14.00,7.00,0.00,"",0.00,372.00,321.00,2422.00,,,,,,
2015,5,12,"AA","45","JFK","SEA",27.00,21.00,0.00,"",0.00,373.00,345.00,2422.00,0.00,0.00,0.00,0.00,21.00,
2015,5,13,"AA","45","JFK","SEA",11.00,16.00,0.00,"",0.00,384.00,346.00,2422.00,11.00,0.00,5.00,0.00,0.00,
2015,5,14,"AA","45","JFK","SEA",36.00,17.00,0.00,"",0.00,360.00,329.00,2422.00,0.00,0.00,0.00,0.00,17.00,
2015,5,15,"AA","45","JFK","SEA",4.00,-5.00,0.00,"",0.00,370.00,341.00,2422.00,,,,,,
2015,5,16,"AA","45","JFK","SEA",2.00,-38.00,0.00,"",0.00,339.00,317.00,2422.00,,,,,,
2015,5,17,"AA","45","JFK","SEA",35.00,14.00,0.00,"",0.00,358.00,317.00,2422.00,,,,,,
2015,5,18,"AA","45","JFK","SEA",29.00,63.00,0.00,"",0.00,413.00,327.00,2422.00,0.00,0.00,34.00,0.00,29.00,
2015,5,19,"AA","45","JFK","SEA",-3.00,1.00,0.00,"",0.00,383.00,350.00,2422.00,,,,,,
2015,5,20,"AA","45","JFK","SEA",-4.00,-12.00,0.00,"",0.00,371.00,339.00,2422.00,,,,,,
2015,5,21,"AA","45","JFK","SEA",150.00,125.00,0.00,"",0.00,354.00,317.00,2422.00,0.00,0.00,0.00,0.00,125.00,
2015,5,22,"AA","45","JFK","SEA",75.00,93.00,0.00,"",0.00,397.00,341.00,2422.00,0.00,0.00,18.00,0.00,75.00,
2015,5,23,"AA","45","JFK","SEA",11.00,27.00,0.00,"",0.00,395.00,347.00,2422.00,11.00,0.00,16.00,0.00,0.00,
2015,5,24,"AA","45","JFK","SEA",-3.00,-20.00,0.00,"",0.00,362.00,334.00,2422.00,,,,,,
2015,5,25,"AA","45","JFK","SEA",-1.00,-38.00,0.00,"",0.00,342.00,318.00,2422.00,,,,,,
2015,5,26,"AA","45","JFK","SEA",149.00,137.00,0.00,"",0.00,367.00,313.00,2422.00,17.00,0.00,0.00,0.00,120.00,
2015,5,27,"AA","45","JFK","SEA",4.00,51.00,0.00,"",0.00,426.00,327.00,2422.00,0.00,0.00,51.00,0.00,0.00,
2015,5,28,"AA","45","JFK","SEA",4.00,5.00,0.00,"",0.00,380.00,335.00,2422.00,,,,,,
2015,5,29,"AA","45","JFK","SEA",7.00,10.00,0.00,"",0.00,382.00,337.00,2422.00,,,,,,
2015,5,30,"AA","45","JFK","SEA",4.00,-13.00,0.00,"",0.00,362.00,333.00,2422.00,,,,,,
2015,5,31,"AA","45","JFK","SEA",73.00,84.00,0.00,"",0.00,390.00,344.00,2422.00,0.00,51.00,11.00,0.00,22.00,
2015,5,1,"AA","64","DFW","JFK",8.00,-14.00,0.00,"",0.00,203.00,183.00,1391.00,,,,,,
2015,5,2,"AA","64","DFW","JFK",-3.00,-14.00,0.00,"",0.00,214.00,190.00,1391.00,,,,,,
2015,5,3,"AA","64","DFW","JFK",-2.00,-11.00,0.00,"",0.00,216.00,192.00,1391.00,,,,,,
2015,5,4,"AA","64","DFW","JFK",2.00,-17.00,0.00,"",0.00,206.00,188.00,1391.00,,,,,,
2015,5,5,"AA","64","DFW","JFK",-1.00,-13.00,0.00,"",0.00,213.00,187.00,1391.00,,,,,,
2015,5,6,"AA","64","DFW","JFK",-4.00,-23.00,0.00,"",0.00,206.00,189.00,1391.00,,,,,,
2015,5,7,"AA","64","MIA","JFK",-1.00,2.00,0.00,"",0.00,183.00,149.00,1089.00,,,,,,
2015,5,8,"AA","64","MIA","JFK",-9.00,-13.00,0.00,"",0.00,176.00,148.00,1089.00,,,,,,
2015,5,9,"AA","64","MIA","JFK",-4.00,-4.00,0.00,"",0.00,180.00,160.00,1089.00,,,,,,
2015,5,10,"AA","64","MIA","JFK",5.00,10.00,0.00,"",0.00,185.00,152.00,1089.00,,,,,,
2015,5,11,"AA","64","MIA","JFK",-2.00,-11.00,0.00,"",0.00,171.00,150.00,1089.00,,,,,,
2015,5,12,"AA","64","MIA","JFK",38.00,39.00,0.00,"",0.00,181.00,145.00,1089.00,0.00,0.00,36.00,0.00,3.00,
2015,5,13,"AA","64","MIA","JFK",-1.00,-19.00,0.00,"",0.00,162.00,143.00,1089.00,,,,,,
2015,5,14,"AA","64","MIA","JFK",-3.00,-4.00,0.00,"",0.00,179.00,157.00,1089.00,,,,,,
2015,5,15,"AA","64","MIA","JFK",-7.00,-24.00,0.00,"",0.00,163.00,144.00,1089.00,,,,,,
2015,5,16,"AA","64","MIA","JFK",2.00,-10.00,0.00,"",0.00,168.00,147.00,1089.00,,,,,,
2015,5,17,"AA","64","MIA","JFK",11.00,1.00,0.00,"",0.00,170.00,142.00,1089.00,,,,,,
2015,5,18,"AA","64","MIA","JFK",83.00,95.00,0.00,"",0.00,192.00,143.00,1089.00,0.00,0.00,95.00,0.00,0.00,
2015,5,19,"AA","64","MIA","JFK",-2.00,-14.00,0.00,"",0.00,168.00,142.00,1089.00,,,,,,
2015,5,20,"AA","64","MIA","JFK",-6.00,-11.00,0.00,"",0.00,175.00,144.00,1089.00,,,,,,
2015,5,21,"AA","64","MIA","JFK",1.00,-18.00,0.00,"",0.00,161.00,136.00,1089.00,,,,,,
2015,5,22,"AA","64","MIA","JFK",-2.00,-24.00,0.00,"",0.00,158.00,139.00,1089.00,,,,,,
2015,5,23,"AA","64","MIA","JFK",0.00,-6.00,0.00,"",0.00,174.00,150.00,1089.00,,,,,,
2015,5,24,"AA","64","MIA","JFK",0.00,-15.00,0.00,"",0.00,165.00,146.00,1089.00,,,,,,
2015,5,25,"AA","64","MIA","JFK",116.00,115.00,0.00,"",0.00,179.00,138.00,1089.00,31.00,0.00,0.00,0.00,84.00,
2015,5,26,"AA","64","MIA","JFK",-6.00,-33.00,0.00,"",0.00,153.00,136.00,1089.00,,,,,,
2015,5,27,"AA","64","MIA","JFK",162.00,188.00,0.00,"",0.00,206.00,143.00,1089.00,0.00,0.00,188.00,0.00,0.00,
2015,5,28,"AA","64","MIA","JFK",0.00,-14.00,0.00,"",0.00,166.00,146.00,1089.00,,,,,,
2015,5,29,"AA","64","MIA","JFK",120.00,120.00,0.00,"",0.00,180.00,148.00,1089.00,0.00,0.00,0.00,0.00,120.00,
2015,5,30,"AA","64","MIA","JFK",38.00,21.00,0.00,"",0.00,163.00,142.00,1089.00,2.00,0.00,0.00,0.00,19.00,
2015,5,31,"AA","64","MIA","JFK",7.00,-3.00,0.00,"",0.00,170.00,141.00,1089.00,,,,,,
2015,5,1,"AA","65","JFK","DFW",-5.00,-35.00,0.00,"",0.00,213.00,193.00,1391.00,,,,,,
2015,5,2,"AA","65","JFK","DFW",-5.00,-27.00,0.00,"",0.00,221.00,187.00,1391.00,,,,,,
2015,5,3,"AA","65","JFK","DFW",-6.00,-42.00,0.00,"",0.00,207.00,183.00,1391.00,,,,,,
2015,5,4,"AA","65","JFK","DFW",22.00,-9.00,0.00,"",0.00,212.00,181.00,1391.00,,,,,,
2015,5,5,"AA","65","JFK","DFW",-2.00,-33.00,0.00,"",0.00,212.00,184.00,1391.00,,,,,,
2015,5,6,"AA","65","JFK","DFW",-8.00,-46.00,0.00,"",0.00,205.00,178.00,1391.00,,,,,,
2015,5,7,"AA","65","JFK","MIA",-6.00,1.00,0.00,"",0.00,198.00,156.00,1089.00,,,,,,
2015,5,8,"AA","65","JFK","MIA",52.00,53.00,0.00,"",0.00,192.00,150.00,1089.00,12.00,0.00,1.00,0.00,40.00,
2015,5,9,"AA","65","JFK","MIA",20.00,19.00,0.00,"",0.00,190.00,148.00,1089.00,10.00,0.00,0.00,0.00,9.00,
2015,5,10,"AA","65","JFK","MIA",-5.00,-12.00,0.00,"",0.00,184.00,162.00,1089.00,,,,,,
2015,5,11,"AA","65","JFK","MIA",-4.00,15.00,0.00,"",0.00,210.00,165.00,1089.00,0.00,0.00,15.00,0.00,0.00,
2015,5,12,"AA","65","JFK","MIA",43.00,27.00,0.00,"",0.00,175.00,144.00,1089.00,0.00,0.00,0.00,19.00,8.00,
2015,5,13,"AA","65","JFK","MIA",-4.00,-9.00,0.00,"",0.00,186.00,158.00,1089.00,,,,,,
2015,5,14,"AA","65","JFK","MIA",-1.00,1.00,0.00,"",0.00,193.00,157.00,1089.00,,,,,,
2015,5,15,"AA","65","JFK","MIA",13.00,6.00,0.00,"",0.00,184.00,152.00,1089.00,,,,,,
2015,5,16,"AA","65","JFK","MIA",-7.00,11.00,0.00,"",0.00,209.00,141.00,1089.00,,,,,,
2015,5,17,"AA","65","JFK","MIA",-1.00,-29.00,0.00,"",0.00,163.00,142.00,1089.00,,,,,,
2015,5,18,"AA","65","JFK","MIA",4.00,-12.00,0.00,"",0.00,175.00,150.00,1089.00,,,,,,
2015,5,19,"AA","65","JFK","MIA",0.00,17.00,0.00,"",0.00,208.00,164.00,1089.00,0.00,0.00,17.00,0.00,0.00,
2015,5,20,"AA","65","JFK","MIA",7.00,-13.00,0.00,"",0.00,171.00,144.00,1089.00,,,,,,
2015,5,21,"AA","65","JFK","MIA",7.00,-1.00,0.00,"",0.00,183.00,153.00,1089.00,,,,,,
2015,5,22,"AA","65","JFK","MIA",-2.00,-8.00,0.00,"",0.00,185.00,147.00,1089.00,,,,,,
2015,5,23,"AA","65","JFK","MIA",3.00,-13.00,0.00,"",0.00,175.00,143.00,1089.00,,,,,,
2015,5,24,"AA","65","JFK","MIA",-4.00,-32.00,0.00,"",0.00,163.00,137.00,1089.00,,,,,,
2015,5,25,"AA","65","JFK","MIA",-2.00,-20.00,0.00,"",0.00,173.00,144.00,1089.00,,,,,,
2015,5,26,"AA","65","JFK","MIA",-2.00,-13.00,0.00,"",0.00,180.00,148.00,1089.00,,,,,,
2015,5,27,"AA","65","JFK","MIA",-3.00,-17.00,0.00,"",0.00,177.00,148.00,1089.00,,,,,,
2015,5,28,"AA","65","JFK","MIA",-5.00,-28.00,0.00,"",0.00,168.00,144.00,1089.00,,,,,,
2015,5,29,"AA","65","JFK","MIA",6.00,-2.00,0.00,"",0.00,183.00,140.00,1089.00,,,,,,
2015,5,30,"AA","65","JFK","MIA",-9.00,-3.00,0.00,"",0.00,197.00,144.00,1089.00,,,,,,
2015,5,31,"AA","65","JFK","MIA",-7.00,-23.00,0.00,"",0.00,175.00,142.00,1089.00,,,,,,
2015,5,7,"AA","66","AUS","JFK",-3.00,-5.00,0.00,"",0.00,222.00,206.00,1521.00,,,,,,
2015,5,8,"AA","66","AUS","JFK",-8.00,-9.00,0.00,"",0.00,223.00,202.00,1521.00,,,,,,
2015,5,9,"AA","66","AUS","JFK",-10.00,-3.00,0.00,"",0.00,231.00,206.00,1521.00,,,,,,
2015,5,10,"AA","66","AUS","JFK",1.00,4.00,0.00,"",0.00,227.00,202.00,1521.00,,,,,,
2015,5,11,"AA","66","AUS","JFK",-1.00,21.00,0.00,"",0.00,246.00,194.00,1521.00,0.00,0.00,21.00,0.00,0.00,
2015,5,12,"AA","66","AUS","JFK",11.00,16.00,0.00,"",0.00,229.00,205.00,1521.00,11.00,0.00,5.00,0.00,0.00,
2015,5,13,"AA","66","AUS","JFK",-4.00,-11.00,0.00,"",0.00,217.00,198.00,1521.00,,,,,,
2015,5,14,"AA","66","AUS","JFK",-2.00,-15.00,0.00,"",0.00,211.00,194.00,1521.00,,,,,,
2015,5,15,"AA","66","AUS","JFK",0.00,-2.00,0.00,"",0.00,222.00,202.00,1521.00,,,,,,
2015,5,16,"AA","66","AUS","JFK",-5.00,-12.00,0.00,"",0.00,217.00,195.00,1521.00,,,,,,
2015,5,17,"AA","66","AUS","JFK",150.00,149.00,0.00,"",0.00,223.00,203.00,1521.00,0.00,149.00,0.00,0.00,0.00,
2015,5,18,"AA","66","AUS","JFK",-7.00,2.00,0.00,"",0.00,233.00,206.00,1521.00,,,,,,
2015,5,19,"AA","66","AUS","JFK",87.00,86.00,0.00,"",0.00,223.00,197.00,1521.00,86.00,0.00,0.00,0.00,0.00,
2015,5,20,"AA","66","AUS","JFK",1.00,-12.00,0.00,"",0.00,211.00,191.00,1521.00,,,,,,
2015,5,21,"AA","66","AUS","JFK",-5.00,-22.00,0.00,"",0.00,207.00,187.00,1521.00,,,,,,
2015,5,22,"AA","66","AUS","JFK",5.00,-8.00,0.00,"",0.00,211.00,188.00,1521.00,,,,,,
2015,5,23,"AA","66","AUS","JFK",58.00,41.00,0.00,"",0.00,207.00,193.00,1521.00,41.00,0.00,0.00,0.00,0.00,
2015,5,24,"AA","66","AUS","JFK",-6.00,-10.00,0.00,"",0.00,220.00,198.00,1521.00,,,,,,
2015,5,25,"AA","66","AUS","JFK",-10.00,-19.00,0.00,"",0.00,215.00,193.00,1521.00,,,,,,
2015,5,26,"AA","66","AUS","JFK",0.00,-2.00,0.00,"",0.00,222.00,204.00,1521.00,,,,,,
2015,5,27,"AA","66","AUS","JFK",-10.00,-1.00,0.00,"",0.00,233.00,200.00,1521.00,,,,,,
2015,5,28,"AA","66","AUS","JFK",-6.00,-10.00,0.00,"",0.00,220.00,202.00,1521.00,,,,,,
2015,5,29,"AA","66","AUS","JFK",-4.00,-11.00,0.00,"",0.00,217.00,198.00,1521.00,,,,,,
2015,5,30,"AA","66","AUS","JFK",-1.00,0.00,0.00,"",0.00,225.00,200.00,1521.00,,,,,,
2015,5,31,"AA","66","AUS","JFK",5.00,-5.00,0.00,"",0.00,214.00,194.00,1521.00,,,,,,
2015,5,1,"AA","66","SJU","JFK",-9.00,-20.00,0.00,"",0.00,227.00,206.00,1598.00,,,,,,
2015,5,2,"AA","66","SJU","JFK",-10.00,-31.00,0.00,"",0.00,217.00,199.00,1598.00,,,,,,
2015,5,3,"AA","66","SJU","JFK",-2.00,-19.00,0.00,"",0.00,221.00,197.00,1598.00,,,,,,
2015,5,4,"AA","66","SJU","JFK",-7.00,-19.00,0.00,"",0.00,226.00,203.00,1598.00,,,,,,
2015,5,5,"AA","66","SJU","JFK",-4.00,-20.00,0.00,"",0.00,222.00,203.00,1598.00,,,,,,
2015,5,6,"AA","66","SJU","JFK",-3.00,-20.00,0.00,"",0.00,221.00,201.00,1598.00,,,,,,
2015,5,7,"AA","67","JFK","AUS",-2.00,-31.00,0.00,"",0.00,225.00,204.00,1521.00,,,,,,
2015,5,8,"AA","67","JFK","AUS",-1.00,-8.00,0.00,"",0.00,247.00,208.00,1521.00,,,,,,
2015,5,9,"AA","67","JFK","AUS",11.00,-14.00,0.00,"",0.00,229.00,203.00,1521.00,,,,,,
2015,5,10,"AA","67","JFK","AUS",1.00,4.00,0.00,"",0.00,257.00,208.00,1521.00,,,,,,
2015,5,11,"AA","67","JFK","AUS",-3.00,-19.00,0.00,"",0.00,238.00,204.00,1521.00,,,,,,
2015,5,12,"AA","67","JFK","AUS",0.00,12.00,0.00,"",0.00,266.00,228.00,1521.00,,,,,,
2015,5,13,"AA","67","JFK","AUS",-1.00,-10.00,0.00,"",0.00,245.00,206.00,1521.00,,,,,,
2015,5,14,"AA","67","JFK","AUS",-4.00,-8.00,0.00,"",0.00,250.00,213.00,1521.00,,,,,,
2015,5,15,"AA","67","JFK","AUS",-4.00,-25.00,0.00,"",0.00,233.00,203.00,1521.00,,,,,,
2015,5,16,"AA","67","JFK","AUS",-1.00,12.00,0.00,"",0.00,267.00,228.00,1521.00,,,,,,
2015,5,17,"AA","67","JFK","AUS",-1.00,-21.00,0.00,"",0.00,234.00,213.00,1521.00,,,,,,
2015,5,18,"AA","67","JFK","AUS",68.00,127.00,0.00,"",0.00,313.00,218.00,1521.00,68.00,0.00,59.00,0.00,0.00,
2015,5,19,"AA","67","JFK","AUS",4.00,-3.00,0.00,"",0.00,247.00,212.00,1521.00,,,,,,
2015,5,20,"AA","67","JFK","AUS",-4.00,10.00,0.00,"",0.00,268.00,219.00,1521.00,,,,,,
2015,5,21,"AA","67","JFK","AUS",-4.00,-15.00,0.00,"",0.00,243.00,217.00,1521.00,,,,,,
2015,5,22,"AA","67","JFK","AUS",117.00,124.00,0.00,"",0.00,261.00,211.00,1521.00,0.00,0.00,7.00,0.00,117.00,
2015,5,23,"AA","67","JFK","AUS",-6.00,-19.00,0.00,"",0.00,241.00,206.00,1521.00,,,,,,
2015,5,24,"AA","67","JFK","AUS",-2.00,-19.00,0.00,"",0.00,237.00,211.00,1521.00,,,,,,
2015,5,25,"AA","67","JFK","AUS",-5.00,28.00,0.00,"",0.00,287.00,242.00,1521.00,0.00,0.00,28.00,0.00,0.00,
2015,5,26,"AA","67","JFK","AUS",-4.00,-10.00,0.00,"",0.00,248.00,210.00,1521.00,,,,,,
2015,5,27,"AA","67","JFK","AUS",-3.00,14.00,0.00,"",0.00,271.00,223.00,1521.00,,,,,,
2015,5,28,"AA","67","JFK","AUS",-2.00,-27.00,0.00,"",0.00,229.00,195.00,1521.00,,,,,,
2015,5,29,"AA","67","JFK","AUS",-4.00,-29.00,0.00,"",0.00,229.00,201.00,1521.00,,,,,,
2015,5,30,"AA","67","JFK","AUS",-2.00,1.00,0.00,"",0.00,257.00,218.00,1521.00,,,,,,
2015,5,31,"AA","67","JFK","AUS",-6.00,15.00,0.00,"",0.00,275.00,219.00,1521.00,0.00,0.00,15.00,0.00,0.00,
2015,5,1,"AA","67","JFK","SJU",-4.00,-20.00,0.00,"",0.00,228.00,203.00,1598.00,,,,,,
2015,5,2,"AA","67","JFK","SJU",-3.00,-16.00,0.00,"",0.00,231.00,206.00,1598.00,,,,,,
2015,5,3,"AA","67","JFK","SJU",-2.00,-7.00,0.00,"",0.00,239.00,208.00,1598.00,,,,,,
2015,5,4,"AA","67","JFK","SJU",-3.00,-10.00,0.00,"",0.00,237.00,208.00,1598.00,,,,,,
2015,5,5,"AA","67","JFK","SJU",8.00,-3.00,0.00,"",0.00,233.00,209.00,1598.00,,,,,,
2015,5,6,"AA","67","JFK","SJU",-7.00,-25.00,0.00,"",0.00,226.00,202.00,1598.00,,,,,,
2015,5,1,"AA","117","JFK","LAX",0.00,-33.00,0.00,"",0.00,351.00,321.00,2475.00,,,,,,
2015,5,2,"AA","117","JFK","LAX",-9.00,-47.00,0.00,"",0.00,346.00,319.00,2475.00,,,,,,
2015,5,3,"AA","117","JFK","LAX",-3.00,-19.00,0.00,"",0.00,368.00,325.00,2475.00,,,,,,
2015,5,4,"AA","117","JFK","LAX",-10.00,-46.00,0.00,"",0.00,348.00,323.00,2475.00,,,,,,
2015,5,5,"AA","117","JFK","LAX",-5.00,-40.00,0.00,"",0.00,349.00,310.00,2475.00,,,,,,
2015,5,6,"AA","117","JFK","LAX",-3.00,-34.00,0.00,"",0.00,353.00,313.00,2475.00,,,,,,
2015,5,7,"AA","117","JFK","LAX",17.00,-8.00,0.00,"",0.00,359.00,334.00,2475.00,,,,,,
2015,5,8,"AA","117","JFK","LAX",-1.00,7.00,0.00,"",0.00,392.00,330.00,2475.00,,,,,,
2015,5,9,"AA","117","JFK","LAX",-2.00,-27.00,0.00,"",0.00,359.00,326.00,2475.00,,,,,,
2015,5,10,"AA","117","JFK","LAX",-5.00,-11.00,0.00,"",0.00,378.00,333.00,2475.00,,,,,,
2015,5,11,"AA","117","JFK","LAX",-8.00,-29.00,0.00,"",0.00,363.00,332.00,2475.00,,,,,,
2015,5,12,"AA","117","JFK","LAX",-3.00,25.00,0.00,"",0.00,412.00,370.00,2475.00,0.00,0.00,25.00,0.00,0.00,
2015,5,13,"AA","117","JFK","LAX",17.00,9.00,0.00,"",0.00,376.00,346.00,2475.00,,,,,,
2015,5,14,"AA","117","JFK","LAX",-4.00,-20.00,0.00,"",0.00,368.00,330.00,2475.00,,,,,,
2015,5,15,"AA","117","JFK","LAX",-8.00,-20.00,0.00,"",0.00,372.00,338.00,2475.00,,,,,,
2015,5,16,"AA","117","JFK","LAX",-3.00,-43.00,0.00,"",0.00,344.00,326.00,2475.00,,,,,,
2015,5,17,"AA","117","JFK","LAX",-6.00,-24.00,0.00,"",0.00,366.00,339.00,2475.00,,,,,,
2015,5,18,"AA","117","JFK","LAX",-6.00,-21.00,0.00,"",0.00,369.00,335.00,2475.00,,,,,,
2015,5,19,"AA","117","JFK","LAX",-3.00,-6.00,0.00,"",0.00,381.00,343.00,2475.00,,,,,,
2015,5,20,"AA","117","JFK","LAX",-5.00,-28.00,0.00,"",0.00,361.00,341.00,2475.00,,,,,,
2015,5,21,"AA","117","JFK","LAX",-8.00,-20.00,0.00,"",0.00,372.00,325.00,2475.00,,,,,,
2015,5,22,"AA","117","JFK","LAX",-6.00,-32.00,0.00,"",0.00,358.00,335.00,2475.00,,,,,,
2015,5,23,"AA","117","JFK","LAX",-9.00,-13.00,0.00,"",0.00,380.00,351.00,2475.00,,,,,,
2015,5,24,"AA","117","JFK","LAX",-6.00,-38.00,0.00,"",0.00,352.00,320.00,2475.00,,,,,,
2015,5,25,"AA","117","JFK","LAX",6.00,-10.00,0.00,"",0.00,368.00,338.00,2475.00,,,,,,
2015,5,26,"AA","117","JFK","LAX",-5.00,-37.00,0.00,"",0.00,352.00,328.00,2475.00,,,,,,
2015,5,27,"AA","117","JFK","LAX",-5.00,-7.00,0.00,"",0.00,382.00,342.00,2475.00,,,,,,
2015,5,28,"AA","117","JFK","LAX",-7.00,-35.00,0.00,"",0.00,356.00,323.00,2475.00,,,,,,
2015,5,29,"AA","117","JFK","LAX",-2.00,-2.00,0.00,"",0.00,384.00,335.00,2475.00,,,,,,
2015,5,30,"AA","117","JFK","LAX",-6.00,-48.00,0.00,"",0.00,342.00,308.00,2475.00,,,,,,
2015,5,31,"AA","117","JFK","LAX",5.00,-24.00,0.00,"",0.00,355.00,317.00,2475.00,,,,,,
2015,5,1,"AA","118","LAX","JFK",0.00,-1.00,0.00,"",0.00,336.00,308.00,2475.00,,,,,,
2015,5,2,"AA","118","LAX","JFK",10.00,-9.00,0.00,"",0.00,318.00,301.00,2475.00,,,,,,
