Trump	Clinton	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
55.0	41.0	4.0		upi-cvoter-26409	UPI/CVOTER	2016-10-16	2016-10-23		Likely Voters	317		Internet	Nonpartisan	None
50.0	35.0	7.0	8.0	southern-media-opinion-research-26486	Southern Media/Opinion Research	2016-10-19	2016-10-21		Likely Voters	500	4.4	Live Phone	Nonpartisan	None
43.0	40.0	10.0	7.0	lucid-the-times-picayune-26616	Lucid/The Times-Picayune	2016-10-15	2016-10-21		Likely Voters	614		Internet	Nonpartisan	None
49.0	35.0	10.0	6.0	university-of-new-orleans-26522	University of New Orleans 	2016-10-15	2016-10-21		Likely Voters	603	4.0	Live Phone	Nonpartisan	None
51.0	35.0		14.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	612		Internet	Nonpartisan	None
54.0	34.0	3.0	9.0	mason-dixon-fox-8-raycom-26371	Mason-Dixon/FOX 8/Raycom	2016-10-17	2016-10-19		Likely Voters	625	4.0	Live Phone	Nonpartisan	None
55.0	41.0	5.0		upi-cvoter-26305	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	314		Internet	Nonpartisan	None
45.0	38.0	5.0	12.0	jmc-analytics-r-fleming-26208	JMC Analytics (R-Fleming)	2016-10-11	2016-10-15	If the race for President were held today between Donald Trump and Hillary Clinton, which candidate would you support?	Likely Voters	800	3.5	IVR/Live Phone	Sponsor	Rep
49.0	36.0		15.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	644		Internet	Nonpartisan	None
55.0	40.0	5.0		upi-cvoter-26039	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	320		Internet	Nonpartisan	None
51.0	36.0		13.0	ipsos-reuters-26111	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	631		Internet	Nonpartisan	None
57.0	39.0	4.0		upi-cvoter-25915	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	531		Internet	Nonpartisan	None
50.0	38.0		12.0	ipsos-reuters-25864	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	585		Internet	Nonpartisan	None
56.0	39.0	5.0		upi-cvoter-25746	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	533		Internet	Nonpartisan	None
45.0	35.0	8.0	13.0	jmc-analytics-r-25682	JMC Analytics (R)	2016-09-22	2016-09-24		Likely Voters	905	3.3	IVR/Live Phone	Pollster	Rep
52.0	36.0		12.0	ipsos-reuters-25701	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	506		Internet	Nonpartisan	None
49.0	33.0	8.0	11.0	southern-media-opinion-research-25605	Southern Media/Opinion Research	2016-09-15	2016-09-17		Likely Voters	500	4.4	Live Phone	Nonpartisan	None
54.0	34.0		12.0	ipsos-reuters-25551	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	511		Internet	Nonpartisan	None
46.0	40.0	8.0	6.0	anzalone-d-democrats-for-education-reform-25438	Anzalone (D-Democrats For Education Reform)	2016-08-29	2016-09-01	If this year's election for President were held today, for whom would you vote-- Hillary Clinton, a Democrat, or Donald Trump, a Republican?	Likely Voters	605	4.0	Live Phone	Sponsor	Dem
53.0	38.0		8.0	washpost-surveymonkey-25369	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	871		Internet	Nonpartisan	None
49.0	33.0	12.0	6.0	washpost-surveymonkey-25369	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	871		Internet	Nonpartisan	None
52.0	36.0	4.0	8.0	jmc-analytics-r-24470	JMC Analytics (R)	2016-05-05	2016-05-06		Likely Voters	624	3.9	Automated Phone	Pollster	Rep
47.0	39.0			clarus-wwl-tv-the-advocate-22846	Clarus/WWL-TV/The Advocate	2015-09-20	2015-09-23		Likely Voters	800	3.46	Live Phone	Nonpartisan	None
