Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
44.0	50.0	4.0	3.0	1.0	monmouth-university-26790	Monmouth University	2016-11-03	2016-11-06	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	748	3.6	Live Phone	Nonpartisan	None
44.0	50.0		5.0	1.0	monmouth-university-26790	Monmouth University	2016-11-03	2016-11-06		Likely Voters	748	3.6	Live Phone	Nonpartisan	None
44.0	48.0	3.0	4.0	1.0	fox-26784	FOX	2016-11-03	2016-11-06		Likely Voters	1295	2.5	Live Phone	Nonpartisan	None
4.0	91.0	2.0	3.0	0.0	fox-26784	FOX	2016-11-03	2016-11-06		Likely Voters - Democrat		4.0	Live Phone	Nonpartisan	None
86.0	9.0	2.0	3.0	1.0	fox-26784	FOX	2016-11-03	2016-11-06		Likely Voters - Republican		4.0	Live Phone	Nonpartisan	None
42.0	36.0	9.0	9.0	5.0	fox-26784	FOX	2016-11-03	2016-11-06		Likely Voters - independent		6.5	Live Phone	Nonpartisan	None
44.0	48.0		2.0	7.0	fox-26784	FOX	2016-11-03	2016-11-06		Likely Voters	1295	2.5	Live Phone	Nonpartisan	None
4.0	90.0		1.0	4.0	fox-26784	FOX	2016-11-03	2016-11-06		Likely Voters - Democrat		4.0	Live Phone	Nonpartisan	None
85.0	8.0		1.0	6.0	fox-26784	FOX	2016-11-03	2016-11-06		Likely Voters - Republican		4.0	Live Phone	Nonpartisan	None
43.0	37.0		3.0	18.0	fox-26784	FOX	2016-11-03	2016-11-06		Likely Voters - independent		6.5	Live Phone	Nonpartisan	None
43.0	41.0	6.0	4.0	5.0	ibd-tipp-26779	IBD/TIPP	2016-11-03	2016-11-06		Likely Voters	1026	3.1	Live Phone	Nonpartisan	None
42.0	43.0		5.0	9.0	ibd-tipp-26779	IBD/TIPP	2016-11-03	2016-11-06		Likely Voters	1026	3.1	Live Phone	Nonpartisan	None
39.0	44.0		9.0	8.0	ipsos-reuters-26810	Ipsos/Reuters	2016-11-02	2016-11-06	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	2195	2.4	Internet	Nonpartisan	None
7.0	84.0		5.0	5.0	ipsos-reuters-26810	Ipsos/Reuters	2016-11-02	2016-11-06	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
81.0	6.0		7.0	7.0	ipsos-reuters-26810	Ipsos/Reuters	2016-11-02	2016-11-06	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
24.0	29.0		28.0	19.0	ipsos-reuters-26810	Ipsos/Reuters	2016-11-02	2016-11-06	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
39.0	42.0	6.0	6.0	7.0	ipsos-reuters-26810	Ipsos/Reuters	2016-11-02	2016-11-06	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	2195	2.4	Internet	Nonpartisan	None
7.0	81.0	4.0	3.0	4.0	ipsos-reuters-26810	Ipsos/Reuters	2016-11-02	2016-11-06	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
81.0	6.0	5.0	3.0	5.0	ipsos-reuters-26810	Ipsos/Reuters	2016-11-02	2016-11-06	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
24.0	28.0	15.0	16.0	17.0	ipsos-reuters-26810	Ipsos/Reuters	2016-11-02	2016-11-06	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
43.0	45.0	4.0	5.0	4.0	rasmussen-26781	Rasmussen	2016-11-02	2016-11-06	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
43.0	47.0		5.0	5.0	cbs-times-26778	CBS/Times	2016-11-02	2016-11-06		Likely Voters	1426	3.0	Live Phone	Nonpartisan	None
7.0	88.0		1.0	4.0	cbs-times-26778	CBS/Times	2016-11-02	2016-11-06		Likely Voters - Democrat			Live Phone	Nonpartisan	None
86.0	6.0		5.0	3.0	cbs-times-26778	CBS/Times	2016-11-02	2016-11-06		Likely Voters - Republican			Live Phone	Nonpartisan	None
42.0	41.0		8.0	9.0	cbs-times-26778	CBS/Times	2016-11-02	2016-11-06		Likely Voters - independent			Live Phone	Nonpartisan	None
41.0	45.0	5.0	4.0	5.0	cbs-times-26778	CBS/Times	2016-11-02	2016-11-06		Likely Voters	1426	3.0	Live Phone	Nonpartisan	None
6.0	85.0	2.0	3.0	4.0	cbs-times-26778	CBS/Times	2016-11-02	2016-11-06		Likely Voters - Democrat			Live Phone	Nonpartisan	None
84.0	6.0	4.0	3.0	2.0	cbs-times-26778	CBS/Times	2016-11-02	2016-11-06		Likely Voters - Republican			Live Phone	Nonpartisan	None
40.0	38.0	9.0	7.0	8.0	cbs-times-26778	CBS/Times	2016-11-02	2016-11-06		Likely Voters - independent			Live Phone	Nonpartisan	None
46.0	49.0		5.0		upi-cvoter-26785	UPI/CVOTER	2016-10-31	2016-11-06		Likely Voters	1625		Internet	Nonpartisan	None
44.0	51.0			5.0	nbc-surveymonkey-26770	NBC/SurveyMonkey	2016-10-31	2016-11-06	If the 2016 presidential election were being held today among the following candidates, for whom would you vote?	Likely Voters	70194	1.0	Internet	Nonpartisan	None
41.0	47.0	6.0	3.0	2.0	nbc-surveymonkey-26770	NBC/SurveyMonkey	2016-10-31	2016-11-06	If the 2016 presidential election were being held today among the following candidates for whom would you vote?	Likely Voters	70194	1.0	Internet	Nonpartisan	None
42.0	45.0	8.0	4.0	0.0	politico-morning-consult-26751	Politico/Morning Consult	2016-11-04	2016-11-05		Likely Voters	1482	3.0	Internet	Nonpartisan	None
8.0	87.0	3.0	2.0	0.0	politico-morning-consult-26751	Politico/Morning Consult	2016-11-04	2016-11-05		Likely Voters - Democrat	571		Internet	Nonpartisan	None
85.0	9.0	5.0	1.0	0.0	politico-morning-consult-26751	Politico/Morning Consult	2016-11-04	2016-11-05		Likely Voters - Republican	495		Internet	Nonpartisan	None
39.0	32.0	17.0	10.0	1.0	politico-morning-consult-26751	Politico/Morning Consult	2016-11-04	2016-11-05		Likely Voters - independent	416		Internet	Nonpartisan	None
40.0	45.0	5.0	2.0	8.0	lucid-the-times-picayune-26787	Lucid/The Times-Picayune	2016-11-03	2016-11-05		Likely Voters	825		Internet	Nonpartisan	None
40.0	44.0	6.0	5.0	5.0	nbc-wsj-26753	NBC/WSJ	2016-11-03	2016-11-05	If the next election for president were held today, with Donald Trump as the Republican candidate, Hillary Clinton as the Democratic candidate, Gary Johnson the Libertarian candidate, and Jill Stein the Green Party candidate for whom would you vote?	Likely Voters	1282	2.73	Live Phone	Nonpartisan	None
43.0	48.0		3.0	6.0	nbc-wsj-26753	NBC/WSJ	2016-11-03	2016-11-05	And, if the election for president were held today, with only Donald Trump and Mike Pence as the Republican candidates, and Hillary Clinton and Tim Kaine as the Democratic candidates, for whom would you vote?	Likely Voters	1282	2.73	Live Phone	Nonpartisan	None
43.0	47.0	4.0	4.0	2.0	abc-post-26774	ABC/Post	2016-11-02	2016-11-05		Likely Voters	1937	2.5	Live Phone	Nonpartisan	None
45.0	49.0		4.0	2.0	abc-post-26774	ABC/Post	2016-11-02	2016-11-05		Likely Voters	1937	2.5	Live Phone	Nonpartisan	None
44.0	43.0	5.0	4.0	4.0	ibd-tipp-26750	IBD/TIPP	2016-11-02	2016-11-05		Likely Voters	903	3.3	Live Phone	Nonpartisan	None
44.0	45.0		4.0	7.0	ibd-tipp-26750	IBD/TIPP	2016-11-02	2016-11-05		Likely Voters	903	3.3	Live Phone	Nonpartisan	None
44.0	48.0	4.0	3.0	1.0	franklin-pierce-rkm-boston-herald-26775	Franklin Pierce/RKM/Boston Herald	2016-11-01	2016-11-05		Likely Voters	1009	3.1	Live Phone	Nonpartisan	None
12.0	82.0	2.0	4.0	1.0	franklin-pierce-rkm-boston-herald-26775	Franklin Pierce/RKM/Boston Herald	2016-11-01	2016-11-05		Likely Voters - Democrat	474		Live Phone	Nonpartisan	None
79.0	14.0	5.0	1.0	1.0	franklin-pierce-rkm-boston-herald-26775	Franklin Pierce/RKM/Boston Herald	2016-11-01	2016-11-05		Likely Voters - Republican	418		Live Phone	Nonpartisan	None
54.0	29.0	11.0	4.0	3.0	franklin-pierce-rkm-boston-herald-26775	Franklin Pierce/RKM/Boston Herald	2016-11-01	2016-11-05		Likely Voters - independent	106		Live Phone	Nonpartisan	None
46.0	49.0		5.0		upi-cvoter-26757	UPI/CVOTER	2016-10-30	2016-11-05		Likely Voters	1572		Internet	Nonpartisan	None
39.0	45.0	5.0	2.0	8.0	lucid-the-times-picayune-26786	Lucid/The Times-Picayune	2016-11-02	2016-11-04		Likely Voters	828		Internet	Nonpartisan	None
44.0	48.0	6.0	2.0		angus-reid-maru-matchbox-26804	Angus Reid/MARU-Matchbox	2016-11-01	2016-11-04	Which one of the following candidates are you most likely to support on Election Day?	Likely Voters	1113		Internet	Nonpartisan	None
43.0	48.0	4.0	4.0	2.0	abc-post-26747	ABC/Post	2016-11-01	2016-11-04		Likely Voters	1685	2.5	Live Phone	Nonpartisan	None
44.0	49.0		4.0	2.0	abc-post-26747	ABC/Post	2016-11-01	2016-11-04		Likely Voters	1685	2.5	Live Phone	Nonpartisan	None
44.0	44.0	5.0	4.0	4.0	ibd-tipp-26732	IBD/TIPP	2016-11-01	2016-11-04		Likely Voters	804	3.5	Live Phone	Nonpartisan	None
43.0	46.0		4.0	7.0	ibd-tipp-26732	IBD/TIPP	2016-11-01	2016-11-04		Likely Voters	804	3.5	Live Phone	Nonpartisan	None
40.0	44.0		7.0	10.0	ipsos-reuters-26740	Ipsos/Reuters	2016-10-31	2016-11-04	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	2244	2.4	Internet	Nonpartisan	None
7.0	83.0		4.0	5.0	ipsos-reuters-26740	Ipsos/Reuters	2016-10-31	2016-11-04	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
83.0	5.0		7.0	5.0	ipsos-reuters-26740	Ipsos/Reuters	2016-10-31	2016-11-04	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
29.0	26.0		25.0	20.0	ipsos-reuters-26740	Ipsos/Reuters	2016-10-31	2016-11-04	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
39.0	43.0	6.0	4.0	7.0	ipsos-reuters-26740	Ipsos/Reuters	2016-10-31	2016-11-04	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	2244	2.4	Internet	Nonpartisan	None
7.0	82.0	4.0	3.0	4.0	ipsos-reuters-26740	Ipsos/Reuters	2016-10-31	2016-11-04	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
82.0	6.0	5.0	4.0	4.0	ipsos-reuters-26740	Ipsos/Reuters	2016-10-31	2016-11-04	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
28.0	25.0	17.0	12.0	18.0	ipsos-reuters-26740	Ipsos/Reuters	2016-10-31	2016-11-04	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
48.0	49.0		3.0		upi-cvoter-26741	UPI/CVOTER	2016-10-29	2016-11-04		Likely Voters	1479		Internet	Nonpartisan	None
44.0	46.0		8.0	2.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	If next  week's (November's) presidential election were held today, whom would you support if the candidates are:	Likely Voters	940	3.2	Live Phone	Nonpartisan	None
7.0	90.0		3.0	0.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	If next  week's (November's) presidential election were held today, whom would you support if the candidates are:	Likely Voters - Democrat			Live Phone	Nonpartisan	None
92.0	3.0		3.0	1.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	If next  week's (November's) presidential election were held today, whom would you support if the candidates are:	Likely Voters - Republican			Live Phone	Nonpartisan	None
41.0	38.0		17.0	4.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	If next  week's (November's) presidential election were held today, whom would you support if the candidates are:	Likely Voters - independent			Live Phone	Nonpartisan	None
43.0	44.0	6.0	5.0	2.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	940	3.2	Live Phone	Nonpartisan	None
7.0	89.0	2.0	1.0	0.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters - Democrat			Live Phone	Nonpartisan	None
92.0	2.0	3.0	1.0	1.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters - Republican			Live Phone	Nonpartisan	None
39.0	33.0	13.0	11.0	5.0	mcclatchy-marist-26734	McClatchy/Marist	2016-11-01	2016-11-03	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters - independent			Live Phone	Nonpartisan	None
43.0	45.0	5.0	4.0	4.0	fox-26728	FOX	2016-11-01	2016-11-03		Likely Voters	1107	3.0	Live Phone	Nonpartisan	None
4.0	90.0	2.0	2.0	2.0	fox-26728	FOX	2016-11-01	2016-11-03		Likely Voters - Democrat		4.5	Live Phone	Nonpartisan	None
85.0	5.0	4.0	2.0	4.0	fox-26728	FOX	2016-11-01	2016-11-03		Likely Voters - Republican		4.5	Live Phone	Nonpartisan	None
41.0	33.0	11.0	7.0	8.0	fox-26728	FOX	2016-11-01	2016-11-03		Likely Voters - independent		6.5	Live Phone	Nonpartisan	None
45.0	46.0		1.0	6.0	fox-26728	FOX	2016-11-01	2016-11-03		Likely Voters	1107	3.0	Live Phone	Nonpartisan	None
6.0	92.0		1.0	2.0	fox-26728	FOX	2016-11-01	2016-11-03		Likely Voters - Democrat		4.5	Live Phone	Nonpartisan	None
87.0	6.0		1.0	7.0	fox-26728	FOX	2016-11-01	2016-11-03		Likely Voters - Republican		4.5	Live Phone	Nonpartisan	None
43.0	36.0		5.0	16.0	fox-26728	FOX	2016-11-01	2016-11-03		Likely Voters - independent		6.5	Live Phone	Nonpartisan	None
39.0	44.0	6.0	2.0	10.0	lucid-the-times-picayune-26717	Lucid/The Times-Picayune	2016-11-01	2016-11-03		Likely Voters	873		Internet	Nonpartisan	None
44.0	44.0	4.0	4.0	4.0	rasmussen-26696	Rasmussen	2016-11-01	2016-11-03	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
43.0	47.0	4.0	4.0	2.0	abc-post-26730	ABC/Post	2016-10-31	2016-11-03		Likely Voters	1419	3.0	Live Phone	Nonpartisan	None
45.0	49.0		3.0	2.0	abc-post-26730	ABC/Post	2016-10-31	2016-11-03		Likely Voters	1419	3.0	Live Phone	Nonpartisan	None
39.0	44.0		7.0	10.0	ipsos-reuters-26720	Ipsos/Reuters	2016-10-30	2016-11-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	2021	2.6	Internet	Nonpartisan	None
37.0	44.0	6.0	4.0	8.0	ipsos-reuters-26720	Ipsos/Reuters	2016-10-30	2016-11-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	2021	2.6	Internet	Nonpartisan	None
44.0	44.0	4.0	4.0	5.0	ibd-tipp-26691	IBD/TIPP	2016-10-30	2016-11-03		Likely Voters	898	3.3	Live Phone	Nonpartisan	None
44.0	45.0		4.0	7.0	ibd-tipp-26691	IBD/TIPP	2016-10-30	2016-11-03		Likely Voters	898	3.3	Live Phone	Nonpartisan	None
48.0	49.0		3.0		upi-cvoter-26707	UPI/CVOTER	2016-10-28	2016-11-03		Likely Voters	1395		Internet	Nonpartisan	None
39.0	44.0	6.0	2.0	9.0	lucid-the-times-picayune-26673	Lucid/The Times-Picayune	2016-10-31	2016-11-02		Likely Voters	860		Internet	Nonpartisan	None
45.0	42.0	4.0	3.0	4.0	rasmussen-26650	Rasmussen	2016-10-31	2016-11-02	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
44.0	47.0	3.0	4.0	2.0	abc-post-26690	ABC/Post	2016-10-30	2016-11-02		Likely Voters	1151		Live Phone	Nonpartisan	None
46.0	49.0		2.0	3.0	abc-post-26690	ABC/Post	2016-10-30	2016-11-02		Likely Voters	1151		Live Phone	Nonpartisan	None
39.0	45.0		7.0	8.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1858	2.6	Internet	Nonpartisan	None
7.0	85.0		4.0	5.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
81.0	9.0		7.0	3.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
36.0	24.0		23.0	16.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
37.0	45.0	5.0	4.0	8.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1858	2.6	Internet	Nonpartisan	None
6.0	84.0	3.0	3.0	4.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
78.0	9.0	6.0	4.0	3.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
34.0	23.0	14.0	12.0	16.0	ipsos-reuters-26679	Ipsos/Reuters	2016-10-29	2016-11-02	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
44.0	44.0	4.0	4.0	4.0	ibd-tipp-26649	IBD/TIPP	2016-10-29	2016-11-02		Likely Voters	867	3.4	Live Phone	Nonpartisan	None
44.0	44.0		4.0	7.0	ibd-tipp-26649	IBD/TIPP	2016-10-29	2016-11-02		Likely Voters	867	3.4	Live Phone	Nonpartisan	None
48.0	49.0		3.0		upi-cvoter-26669	UPI/CVOTER	2016-10-27	2016-11-02		Likely Voters	1329		Internet	Nonpartisan	None
40.0	43.0	6.0	2.0	9.0	lucid-the-times-picayune-26641	Lucid/The Times-Picayune	2016-10-30	2016-11-01		Likely Voters	894		Internet	Nonpartisan	None
43.0	46.0	4.0	4.0	4.0	yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters	1233		Internet	Nonpartisan	None
5.0	90.0	0.0	2.0	3.0	yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters - Democrat	523		Internet	Nonpartisan	None
89.0	5.0	2.0	3.0	1.0	yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters - Republican	268		Internet	Nonpartisan	None
51.0	28.0	9.0	5.0	7.0	yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Likely Voters - independent	442		Internet	Nonpartisan	None
45.0	48.0		7.0		yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01		Likely Voters	1233		Internet	Nonpartisan	None
6.0	91.0		3.0		yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01		Likely Voters - Democrat	523		Internet	Nonpartisan	None
90.0	7.0		3.0		yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01		Likely Voters - Republican	268		Internet	Nonpartisan	None
53.0	33.0		14.0		yougov-economist-26618	YouGov/Economist	2016-10-30	2016-11-01		Likely Voters - independent	442		Internet	Nonpartisan	None
44.0	44.0	5.0	4.0	4.0	rasmussen-26615	Rasmussen	2016-10-30	2016-11-01	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1500	2.5	IVR/Online	Nonpartisan	None
45.0	47.0	3.0	3.0	2.0	abc-post-26648	ABC/Post	2016-10-29	2016-11-01		Likely Voters	1167	3.0	Live Phone	Nonpartisan	None
47.0	49.0		2.0	3.0	abc-post-26648	ABC/Post	2016-10-29	2016-11-01		Likely Voters	1167	3.0	Live Phone	Nonpartisan	None
44.0	47.0		5.0	5.0	cbs-times-26647	CBS/Times	2016-10-28	2016-11-01		Likely Voters	1333	3.0	Live Phone	Nonpartisan	None
8.0	87.0		1.0	3.0	cbs-times-26647	CBS/Times	2016-10-28	2016-11-01		Likely Voters - Democrat			Live Phone	Nonpartisan	None
83.0	8.0		5.0	5.0	cbs-times-26647	CBS/Times	2016-10-28	2016-11-01		Likely Voters - Republican			Live Phone	Nonpartisan	None
46.0	39.0		9.0	6.0	cbs-times-26647	CBS/Times	2016-10-28	2016-11-01		Likely Voters - independent			Live Phone	Nonpartisan	None
42.0	45.0	5.0	5.0	4.0	cbs-times-26647	CBS/Times	2016-10-28	2016-11-01		Likely Voters			Live Phone	Nonpartisan	None
7.0	83.0	3.0	3.0	4.0	cbs-times-26647	CBS/Times	2016-10-28	2016-11-01		Likely Voters - Democrat			Live Phone	Nonpartisan	None
81.0	7.0	4.0	4.0	4.0	cbs-times-26647	CBS/Times	2016-10-28	2016-11-01		Likely Voters - Republican			Live Phone	Nonpartisan	None
