Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
43.0	43.0		6.0	8.0	clarity-d-end-citizens-united-26159	Clarity (D-End Citizens United)	2016-10-10	2016-10-11		Likely Voters	1010	3.0	IVR/Live Phone	Sponsor	Dem
43.0	47.0			10.0	ppp-d-cortez-masto-26151	PPP (D-Cortez Masto)	2016-10-10	2016-10-11	The candidates for President are Democrat Hillary Clinton and Republican Donald Trump. If the election was today, who would you vote for?	Likely Voters	986	3.1	IVR/Online	Sponsor	Dem
45.0	48.0		7.0		upi-cvoter-26053	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	320		Internet	Nonpartisan	None
42.0	46.0			12.0	ipsos-reuters-26120	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	620		Internet	Nonpartisan	None
41.0	44.0	9.0		7.0	hart-d-unlv-25958	Hart (D)/UNLV	2016-09-27	2016-10-02		Registered Voters	700	3.8	Live Phone	Pollster	Dem
44.0	47.0		4.0	6.0	hart-d-unlv-25958	Hart (D)/UNLV	2016-09-27	2016-10-02		Registered Voters	700	3.8	Live Phone	Pollster	Dem
47.0	47.0		6.0		upi-cvoter-25925	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	536		Internet	Nonpartisan	None
38.0	44.0	7.0	5.0	6.0	suffolk-25815	Suffolk	2016-09-27	2016-09-29	Nevada’s presidential ballot includes five candidates - Independent American Party Darrell Castle, Democrat Hillary Clinton, Rocky De La Fuente - No Party, Libertarian Gary Johnson, Republican Donald Trump, or none of these candidates. At this point which candidate will you vote for or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
44.0	42.0			14.0	ipsos-reuters-25873	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	580		Internet	Nonpartisan	None
46.0	47.0		7.0		upi-cvoter-25758	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	540		Internet	Nonpartisan	None
45.0	45.0			10.0	ipsos-reuters-25718	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	542		Internet	Nonpartisan	None
43.0	40.0	8.0	4.0	3.0	fox-news-25610	Fox News	2016-09-18	2016-09-20		Likely Voters	704	3.5	Live Phone	Nonpartisan	None
46.0	42.0		7.0	4.0	fox-news-25610	Fox News	2016-09-18	2016-09-20		Likely Voters	704	3.5	Live Phone	Nonpartisan	None
42.0	42.0	7.0	3.0	4.0	gqr-d-democracy-corps-wvwv-25638	GQR (D-Democracy Corps/WVWV)	2016-09-10	2016-09-19	I know it's a long way off, but thinking about the election for President in November, if the election for President were held today, would you vote for -- Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson or Green Party Candidate Jill Stein?	Likely Voters	400	4.9	Live Phone	Sponsor	Dem
42.0	39.0	11.0	3.0	4.0	rasmussen-ktnv-25536	Rasmussen/KTNV	2016-09-16	2016-09-18	If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?	Likely Voters	800	4.0	IVR/Online	Nonpartisan	None
41.0	38.0			21.0	ipsos-reuters-25580	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	549		Internet	Nonpartisan	None
42.0	40.0	5.0	3.0	10.0	insights-west-25628	Insights West	2016-09-12	2016-09-14	As you may know, there will be a presidential election on Nov. 8. Which one of the following candidates would you be most likely to support on Election Day?	Likely Voters	398	4.9	Internet	Nonpartisan	None
44.0	42.0	8.0	1.0	6.0	monmouth-university-25488	Monmouth University	2016-09-11	2016-09-13	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, or Gary Johnson the Libertarian – or would you choose the option for none of these candidates?	Likely Voters	406	4.9	Live Phone	Nonpartisan	None
44.0	45.0		7.0	3.0	nbc-wsj-marist-25443	NBC/WSJ/Marist	2016-09-06	2016-09-08	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	627	3.9	Live Phone	Nonpartisan	None
42.0	41.0	8.0	4.0	4.0	nbc-wsj-marist-25443	NBC/WSJ/Marist	2016-09-06	2016-09-08	If November's presidential election were held today, whom would you support if the candidates are:	Likely Voters	627	3.9	Live Phone	Nonpartisan	None
42.0	45.0			13.0	ppp-d-pna-25465	PPP (D)/PNA	2016-09-06	2016-09-07	The candidates for President are Democrat Hillary Clinton and Republican Donald Trump. If the election was today, who would you vote for?	Likely Voters	815	3.4	IVR/Online	Pollster	Dem
43.0	48.0			10.0	washpost-surveymonkey-25378	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2776		Internet	Nonpartisan	None
37.0	40.0	12.0	6.0	6.0	washpost-surveymonkey-25378	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2776		Internet	Nonpartisan	None
42.0	44.0	5.0	5.0	5.0	suffolk-25206	Suffolk	2016-08-15	2016-08-17	Nevada’s presidential ballot includes five candidates - Independent American Party Darrell Castle, Democrat Hillary Clinton, Rocky De La Fuente - No Party, Libertarian Gary Johnson, Republican Donald Trump, or none of these candidates. At this point which candidate will you vote or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
41.0	43.0	4.0	5.0	6.0	cbs-yougov-25080	CBS/YouGov	2016-08-02	2016-08-05	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)	Likely Voters	993	4.6	Internet	Nonpartisan	None
40.0	41.0	10.0	4.0	5.0	rasmussen-ktnv-25035	Rasmussen/KTNV	2016-07-29	2016-07-31	If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?	Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
43.0	38.0	8.0	4.0	7.0	rasmussen-ktnv-24968	Rasmussen/KTNV	2016-07-22	2016-07-24	If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?	Likely Voters	750	4.0	IVR/Online	Nonpartisan	None
41.0	45.0	5.0		8.0	monmouth-university-24854	Monmouth University	2016-07-07	2016-07-10		Likely Voters	408	4.9	Live Phone	Nonpartisan	None
47.0	45.0		4.0	4.0	gqr-d-democracy-corps-women-s-voices-women-vote-24846	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
44.0	44.0	9.0	1.0	3.0	gqr-d-democracy-corps-women-s-voices-women-vote-24846	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
47.0	42.0		11.0		gravis-marketing-24933	Gravis Marketing	2016-05-24	2016-05-25		Registered Voters	1637	2.0	Automated Phone	Nonpartisan	None
44.0	41.0	8.0	8.0		gravis-marketing-24933	Gravis Marketing	2016-05-24	2016-05-25		Registered Voters	1637	2.0	Automated Phone	Nonpartisan	None
44.0	41.0			14.0	morning-consult-campaign-for-sustainable-rx-pricing-23187	Morning Consult/Campaign for Sustainable Rx Pricing 	2015-11-10	2015-11-16		Registered Voters	628	4.0	Live Phone/Online	Nonpartisan	None
