Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
41.0	45.0			14.0	ipsos-reuters-26407	Ipsos/Reuters	2016-09-30	2016-10-20		Likely Voters	853		Internet	Nonpartisan	None
36.0	41.0	3.0	8.0	12.0	marketing-resource-group-r-26365	Marketing Resource Group (R)	2016-10-16	2016-10-19		Likely Voters	600	4.0	Live Phone	Pollster	Rep
36.0	40.0		9.0	15.0	ipsos-reuters-26657	Ipsos/Reuters	2016-10-06	2016-10-17	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1370	3.0	Internet	Nonpartisan	None
36.0	40.0	7.0	5.0	12.0	ipsos-reuters-26657	Ipsos/Reuters	2016-10-06	2016-10-17	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1370	3.0	Internet	Nonpartisan	None
44.0	52.0		4.0		upi-cvoter-26309	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	327		Internet	Nonpartisan	None
42.0	51.0			8.0	washpost-surveymonkey-26246	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1331		Internet	Nonpartisan	None
37.0	45.0	11.0	5.0	3.0	washpost-surveymonkey-26246	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1331		Internet	Nonpartisan	None
37.0	44.0			19.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	2192		Internet	Nonpartisan	None
33.0	47.0		5.0	14.0	glengariff-detroit-news-wdiv-26197	Glengariff/Detroit News/WDIV	2016-10-10	2016-10-11	If the election for President of the United States were held today and Hillary Clinton was the Democratic candidate and Donald Trump was the Republican candidate, who would you vote for to be President of the United States?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
31.0	42.0	10.0	6.0	12.0	glengariff-detroit-news-wdiv-26197	Glengariff/Detroit News/WDIV	2016-10-10	2016-10-11	If the election for President of the United States were held today and Hillary Clinton was the Democratic candidate, Donald Trump was the Republican candidate, Gary Johnson was the Libertarian candidate, and Jill Stein was the Green Party candidate who would you vote for to be President of the United States?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
44.0	52.0		5.0		upi-cvoter-26043	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	338		Internet	Nonpartisan	None
38.0	45.0			17.0	ipsos-reuters-26115	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	687		Internet	Nonpartisan	None
36.0	46.0	2.0	0.0	16.0	epic-mra-detroit-free-press-wxyz-tv-25984	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2016-10-01	2016-10-03		Likely Voters	600	4.4	Live Phone	Nonpartisan	None
32.0	43.0	10.0	3.0	12.0	epic-mra-detroit-free-press-wxyz-tv-25984	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2016-10-01	2016-10-03		Likely Voters	600	4.4	Live Phone	Nonpartisan	None
46.0	50.0		4.0		upi-cvoter-25919	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	554		Internet	Nonpartisan	None
39.0	39.0			22.0	ipsos-reuters-25868	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	608		Internet	Nonpartisan	None
39.0	46.0		4.0	11.0	glengariff-detroit-news-wdiv-25813	Glengariff/Detroit News/WDIV	2016-09-27	2016-09-28	If the election for President of the United States were held today and Hillary Clinton was the Democratic candidate and Donald Trump was the Republican candidate, who would you vote for to be President of the United States?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
35.0	42.0	9.0	4.0	10.0	glengariff-detroit-news-wdiv-25813	Glengariff/Detroit News/WDIV	2016-09-27	2016-09-28	If the election for President of the United States were held today and Hillary Clinton was the Democratic candidate, Donald Trump was the Republican candidate, Gary Johnson was the Libertarian candidate, and Jill Stein was the Green Party candidate who would you vote for to be President of the United States?	Likely Voters	600	4.0	Live Phone	Nonpartisan	None
46.0	50.0		5.0		upi-cvoter-25750	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	549		Internet	Nonpartisan	None
42.0	43.0			15.0	ipsos-reuters-25709	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	957		Internet	Nonpartisan	None
44.0	44.0			12.0	ipsos-reuters-25555	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	991		Internet	Nonpartisan	None
38.0	42.0	3.0	0.0	17.0	epic-mra-detroit-free-press-wxyz-tv-25508	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2016-09-10	2016-09-13		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
35.0	38.0	10.0	4.0	13.0	epic-mra-detroit-free-press-wxyz-tv-25508	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2016-09-10	2016-09-13		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
44.0	46.0			10.0	washpost-surveymonkey-25350	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2428		Internet	Nonpartisan	None
38.0	39.0	13.0	5.0	5.0	washpost-surveymonkey-25350	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2428		Internet	Nonpartisan	None
37.0	44.0	5.0	3.0	11.0	suffolk-25261	Suffolk	2016-08-22	2016-08-24		Likely Voters	500	4.4	Live Phone	Nonpartisan	None
36.0	46.0	1.0	0.0	17.0	epic-mra-detroit-free-press-wxyz-tv-25074	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2016-07-30	2016-08-04		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
32.0	43.0	8.0	3.0	14.0	epic-mra-detroit-free-press-wxyz-tv-25074	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2016-07-30	2016-08-04		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
32.0	41.0	8.0	4.0	15.0	glengariff-detroit-news-wdiv-25056	Glengariff/Detroit News/WDIV	2016-07-30	2016-08-01		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
39.0	42.0		11.0	8.0	cbs-yougov-24911	CBS/YouGov	2016-07-13	2016-07-15		Likely Voters	1201	4.1	Internet	Nonpartisan	None
29.0	34.0	3.0	4.0	31.0	marketing-resource-group-r-24926	Marketing Resource Group (R)	2016-07-11	2016-07-15		Likely Voters	800		Live Phone	Pollster	Rep
34.0	40.0			27.0	mitchell-research-r-fox-2-detroit-mahp-24986	Mitchell Research (R)/Fox 2 Detroit/(MAHP)	2016-07-05	2016-07-11		Likely Voters	600	4.0	IVR/Live Phone	Pollster	Rep
41.0	48.0		11.0		gravis-marketing-24886	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?	Registered Voters	1562	2.4	Automated Phone	Nonpartisan	None
34.0	37.0	2.0	27.0		gravis-marketing-24886	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?	Registered Voters	1562	2.4	Automated Phone	Nonpartisan	None
39.0	50.0		6.0	5.0	gqr-d-democracy-corps-women-s-voices-women-vote-24843	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
33.0	48.0	12.0	3.0	3.0	gqr-d-democracy-corps-women-s-voices-women-vote-24843	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
39.0	43.0		4.0	15.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
33.0	37.0		14.0	17.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
38.0	49.0			13.0	surveyusa-24153	SurveyUSA	2016-03-23	2016-03-24		Likely Voters	904	3.3	IVR/Online	Nonpartisan	None
37.0	47.0			16.0	epic-mra-detroit-free-press-wxyz-tv-24238	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2016-03-19	2016-03-22		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
36.0	52.0			13.0	nbc-wsj-marist-23993	NBC/WSJ/Marist	2016-03-01	2016-03-03		Registered Voters	2229	2.1	Live Phone	Nonpartisan	None
39.0	44.0		4.0	13.0	marketing-resource-group-r-23917	Marketing Resource Group (R)	2016-02-22	2016-02-27		Likely Voters	600	4.0	Live Phone	Pollster	Rep
38.0	46.0			16.0	epic-mra-detroit-free-press-wxyz-tv-23078	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2015-10-25	2015-10-31		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
42.0	42.0				mitchell-research-r-fox-2-detroit-22826	Mitchell Research (R)/Fox 2 Detroit	2015-09-18	2015-09-18		Likely Voters	1483	2.5	Automated Phone	Pollster	Rep
40.0	43.0				marketing-resource-group-r-22759	Marketing Resource Group (R)	2015-09-09	2015-09-14		Likely Voters	600	4.0	Live Phone	Pollster	Rep
42.0	44.0			14.0	epic-mra-detroit-free-press-wxyz-tv-22605	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2015-08-18	2015-08-22		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
40.0	39.0				mitchell-research-r-fox-2-detroit-22603	Mitchell Research (R)/Fox 2 Detroit	2015-08-10	2015-08-10		Likely Voters	1310	27.0	Automated Phone	Pollster	Rep
39.0	49.0			12.0	ppp-d-22328	PPP (D)	2015-06-25	2015-06-28		Likely Voters	1072	3.0	IVR/Online	Pollster	Dem
