Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
45.0	51.0		1.0	4.0	quinnipiac-26217	Quinnipiac	2016-10-10	2016-10-16	If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?	Likely Voters	660	3.8	Live Phone	Nonpartisan	None
46.0	50.0		4.0		upi-cvoter-26326	UPI/CVOTER	2016-10-09	2016-10-16		Likely Voters	380		Internet	Nonpartisan	None
42.0	51.0			7.0	washpost-surveymonkey-26248	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1449		Internet	Nonpartisan	None
40.0	46.0	8.0	3.0	3.0	washpost-surveymonkey-26248	WashPost/SurveyMonkey	2016-10-08	2016-10-16		Likely Voters	1449		Internet	Nonpartisan	None
42.0	46.0			12.0	ipsos-reuters-26344	Ipsos/Reuters	2016-09-23	2016-10-13		Likely Voters	2271		Internet	Nonpartisan	None
42.0	51.0		3.0	4.0	bloomberg-selzer-26152	Bloomberg/Selzer	2016-10-07	2016-10-11		Likely Voters	806	3.5	Live Phone	Nonpartisan	None
39.0	48.0	6.0	4.0	3.0	bloomberg-selzer-26152	Bloomberg/Selzer	2016-10-07	2016-10-11		Likely Voters	806	3.5	Live Phone	Nonpartisan	None
38.0	47.0	7.0	2.0	7.0	lucid-the-times-picayune-26226	Lucid/The Times-Picayune	2016-10-07	2016-10-10		Likely Voters	1457		Internet	Nonpartisan	None
40.0	44.0	4.0	3.0	8.0	susquehanna-r-abc27-news-26085	Susquehanna (R)/ABC27 News	2016-10-04	2016-10-09	If the election for President were held today, would you vote for Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, Green Party candidate Jill Stein or Constitutional Party candidate Darrell Castle?	Likely Voters	764	3.5	IVR/Live Phone	Pollster	Rep
47.0	49.0		5.0		upi-cvoter-26063	UPI/CVOTER	2016-10-02	2016-10-09		Likely Voters	369		Internet	Nonpartisan	None
40.0	48.0	4.0	3.0	4.0	cbs-yougov-26015	CBS/YouGov	2016-10-05	2016-10-07		Likely Voters	997	4.2	Internet	Nonpartisan	None
39.0	51.0		7.0	3.0	nbc-wsj-marist-26012	NBC/WSJ/Marist	2016-10-03	2016-10-06		Likely Voters	709	3.7	Live Phone	Nonpartisan	None
37.0	49.0	6.0	5.0	3.0	nbc-wsj-marist-26012	NBC/WSJ/Marist	2016-10-03	2016-10-06		Likely Voters	709	3.7	Live Phone	Nonpartisan	None
43.0	49.0			8.0	ipsos-reuters-26129	Ipsos/Reuters	2016-09-16	2016-10-06		Likely Voters	890		Internet	Nonpartisan	None
40.0	50.0	5.0	3.0	2.0	monmouth-university-25951	Monmouth University	2016-09-30	2016-10-03	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	402	4.9	Live Phone	Nonpartisan	None
36.0	48.0		9.0	7.0	franklin-and-marshall-college-25896	Franklin and Marshall College	2016-09-28	2016-10-02	If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, would you vote for Donald Trump, Hillary Clinton, some other candidate, or aren't you sure how you would vote?	Registered Voters	813	4.8	Live Phone/Online	Nonpartisan	None
38.0	47.0	5.0	0.0	9.0	franklin-and-marshall-college-25896	Franklin and Marshall College	2016-09-28	2016-10-02	If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, Jill Stein, the Green, and Gary Johnson, the Libertarian, would you vote for …, or aren't you sure how you would vote?	Likely Voters	496	6.1	Live Phone/Online	Nonpartisan	None
41.0	45.0	5.0	3.0	6.0	quinnipiac-25845	Quinnipiac	2016-09-27	2016-10-02	If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?	Likely Voters	535	4.2	Live Phone	Nonpartisan	None
43.0	48.0		1.0	8.0	quinnipiac-25845	Quinnipiac	2016-09-27	2016-10-02	If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?	Likely Voters	535	4.2	Live Phone	Nonpartisan	None
50.0	46.0		4.0		upi-cvoter-25935	UPI/CVOTER	2016-09-19	2016-10-02		Likely Voters	649		Internet	Nonpartisan	None
42.0	45.0			13.0	ipsos-reuters-25882	Ipsos/Reuters	2016-09-09	2016-09-29		Likely Voters	938		Internet	Nonpartisan	None
39.0	45.0	6.0	2.0	8.0	ppp-d-vote-vets-action-fund-25798	PPP (D-Vote Vets Action Fund)	2016-09-27	2016-09-28	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters	886	3.3	IVR/Online	Pollster	Dem
44.0	49.0			6.0	ppp-d-vote-vets-action-fund-25798	PPP (D-Vote Vets Action Fund)	2016-09-27	2016-09-28	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters	886	3.3	IVR/Online	Pollster	Dem
44.0	45.0	6.0	3.0	1.0	cnn-25652	CNN	2016-09-20	2016-09-25	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates, and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?	Likely Voters	771	3.5	Live Phone	Nonpartisan	None
47.0	50.0		3.0	0.0	cnn-25652	CNN	2016-09-20	2016-09-25	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?	Likely Voters	771	3.5	Live Phone	Nonpartisan	None
48.0	47.0		5.0		upi-cvoter-25770	UPI/CVOTER	2016-09-12	2016-09-25		Likely Voters	605		Internet	Nonpartisan	None
41.0	44.0		11.0	4.0	muhlenberg-morning-call-25642	Muhlenberg/Morning Call	2016-09-19	2016-09-23	Q6: Now, if the 2016 Presidential Election was being held today and the race was between Hillary Clinton and Donald Trump, who would you vote for?	Likely Voters	486	5.0	Live Phone	Nonpartisan	None
38.0	40.0	8.0	7.0	6.0	muhlenberg-morning-call-25642	Muhlenberg/Morning Call	2016-09-19	2016-09-23	Q8: Now, if the 2016 Presidential Election was being held today and the race was between Hillary Clinton, Donald Trump, Gary Johnson, and Jill Stein, who would you vote for?	Likely Voters	486	5.0	Live Phone	Nonpartisan	None
41.0	42.0	4.0	3.0	11.0	mercyhurst-university-25723	Mercyhurst University	2016-09-12	2016-09-23	If the presidential election was held today, which candidate would you vote for? Would you vote for the Democrat Hillary Clinton, the Republican Donald Trump, the Libertarian Gary Johnson, the Green Party candidate Jill Stein, some other candidate, or are you unsure?	Registered Voters	420	4.8	Live Phone	Nonpartisan	None
46.0	46.0			8.0	ipsos-reuters-25702	Ipsos/Reuters	2016-09-02	2016-09-22		Likely Voters	709		Internet	Nonpartisan	None
38.0	46.0	8.0	3.0	4.0	gqr-d-democracy-corps-wvwv-25640	GQR (D-Democracy Corps/WVWV)	2016-09-10	2016-09-19	I know it's a long way off, but thinking about the election for President in November, if the election for President were held today, would you vote for -- Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson or Green Party Candidate Jill Stein?	Likely Voters	400	4.9	Live Phone	Sponsor	Dem
38.0	47.0		11.0	4.0	muhlenberg-morning-call-25518	Muhlenberg/Morning Call	2016-09-12	2016-09-16		Likely Voters	405	5.5	Live Phone	Nonpartisan	None
32.0	40.0	14.0	8.0	7.0	muhlenberg-morning-call-25518	Muhlenberg/Morning Call	2016-09-12	2016-09-16		Likely Voters	405	5.5	Live Phone	Nonpartisan	None
44.0	46.0			10.0	ipsos-reuters-25568	Ipsos/Reuters	2016-08-26	2016-09-15		Likely Voters	776		Internet	Nonpartisan	None
43.0	48.0		3.0	5.0	quinnipiac-25429	Quinnipiac	2016-08-29	2016-09-07	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	778	3.5	Live Phone	Nonpartisan	None
39.0	44.0	9.0	4.0	4.0	quinnipiac-25429	Quinnipiac	2016-08-29	2016-09-07	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?	Likely Voters	778	3.5	Live Phone	Nonpartisan	None
37.0	45.0	6.0	5.0	6.0	cbs-yougov-25337	CBS/YouGov	2016-08-30	2016-09-02		Likely Voters	1091	4.1	Internet	Nonpartisan	None
43.0	47.0			10.0	washpost-surveymonkey-25387	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2861		Internet	Nonpartisan	None
38.0	41.0	12.0	4.0	5.0	washpost-surveymonkey-25387	WashPost/SurveyMonkey	2016-08-09	2016-09-01		Registered Voters	2861		Internet	Nonpartisan	None
42.0	47.0			11.0	ppp-d-constitutional-responsibility-project-25414	PPP (D- Constitutional Responsibility Project)	2016-08-30	2016-08-31	The candidates for President this fall are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?	Likely Voters	814	3.4	IVR/Online	Sponsor	Dem
40.0	48.0	6.0	2.0	4.0	monmouth-university-25294	Monmouth University	2016-08-26	2016-08-29	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	402	4.9	Live Phone	Nonpartisan	None
40.0	47.0		6.0	7.0	franklin-and-marshall-college-25308	Franklin and Marshall College	2016-08-25	2016-08-29	If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, would you vote for Donald Trump, Hillary Clinton, some other candidate, or aren't you sure how you would vote?	Likely Voters	496	5.6	Live Phone/Online	Nonpartisan	None
38.0	41.0	7.0	2.0	13.0	franklin-and-marshall-college-25308	Franklin and Marshall College	2016-08-25	2016-08-29	If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, Jill Stein, the Green, and Gary Johnson, the Libertarian, would you vote for …, or aren't you sure how you would vote?	Registered Voters	736	4.6	Live Phone/Online	Nonpartisan	None
43.0	48.0			9.0	ppp-d-nelp-25313	PPP (D-NELP)	2016-08-26	2016-08-27	The candidates for President this fall are Democrat Hillary Clinton and Republican Donald Trump. If the election were today, who would you vote for?	Likely Voters	1194	2.8	IVR/Online	Sponsor	Dem
37.0	48.0		9.0	6.0	nbc-wsj-marist-25106	NBC/WSJ/Marist	2016-08-03	2016-08-07	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	834	3.4	Live Phone	Nonpartisan	None
36.0	45.0	9.0	4.0	6.0	nbc-wsj-marist-25106	NBC/WSJ/Marist	2016-08-03	2016-08-07	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	834	3.4	Live Phone	Nonpartisan	None
42.0	52.0		1.0	5.0	quinnipiac-25103	Quinnipiac	2016-07-30	2016-08-07	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Likely Voters	815	3.4	Live Phone	Nonpartisan	None
39.0	48.0	7.0	3.0	3.0	quinnipiac-25103	Quinnipiac	2016-07-30	2016-08-07	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?	Likely Voters	815	3.4	Live Phone	Nonpartisan	None
37.0	47.0		8.0	8.0	susquehanna-r-abc27-news-25093	Susquehanna (R)/ABC27 News	2016-07-31	2016-08-04	If the election for President were held today would you vote for Hillary Clinton, the Democratic candidate or Donald Trump, the Republican candidate?	Likely Voters	772	3.53	IVR/Live Phone	Pollster	Rep
37.0	46.0	7.0	3.0	7.0	susquehanna-r-abc27-news-25093	Susquehanna (R)/ABC27 News	2016-07-31	2016-08-04	If the election for President were held today would you vote for Hillary Clinton, the Democratic candidate, Donald Trump, the Republican candidate, Jill Stein, the Green Party candidate, or Gary Johnson, the Libertarian Party candidate?	Likely Voters	772	3.53	IVR/Live Phone	Pollster	Rep
38.0	49.0		6.0	8.0	franklin-and-marshall-college-25058	Franklin and Marshall College	2016-07-29	2016-08-01	If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, would you vote for Donald Trump, Hillary Clinton, some other candidate, or aren't you sure how you would vote?	Likely Voters	389	6.3	Live Phone/Online	Nonpartisan	None
34.0	47.0	7.0	3.0	10.0	franklin-and-marshall-college-25058	Franklin and Marshall College	2016-07-29	2016-08-01	If the November general election for president was being held today and the candidates were Donald Trump, the Republican, Hillary Clinton, the Democrat, Jill Stein, the Green, and Gary Johnson, the Libertarian, would you vote for …, or aren't you sure how you would vote?	Registered Voters	661	4.8	Live Phone/Online	Nonpartisan	None
42.0	45.0	4.0	2.0	8.0	ppp-d-25034	PPP (D)	2016-07-29	2016-07-31	The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?	Likely Voters	1505	2.5	IVR/Online	Pollster	Dem
45.0	49.0			5.0	ppp-d-25034	PPP (D)	2016-07-29	2016-07-31	If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters	1505	2.5	IVR/Online	Pollster	Dem
41.0	50.0			9.0	suffolk-24983	Suffolk	2016-07-25	2016-07-27	If the general election was held today and the candidates were Democrat Hillary Clinton or Republican Donald Trump, for whom will you vote or lean towards?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
37.0	46.0	5.0	3.0	10.0	suffolk-24983	Suffolk	2016-07-25	2016-07-27	Pennsylvania’s presidential ballot may include Libertarian Gary Johnson and Green Party candidate Jill Stein. If the general election was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Green Party Jill Stein, or Libertarian Gary Johnson, for whom will you vote or lean toward?	Likely Voters	500	4.4	Live Phone	Nonpartisan	None
43.0	41.0		4.0	13.0	quinnipiac-24871	Quinnipiac	2016-06-30	2016-07-11		Registered Voters	982	3.1	Live Phone	Nonpartisan	None
40.0	34.0	9.0	6.0	11.0	quinnipiac-24871	Quinnipiac	2016-06-30	2016-07-11	If the election for President were being held today, and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, and Jill Stein the Green party candidate, for whom would you vote?	Registered Voters	982	3.1	Live Phone	Nonpartisan	None
36.0	45.0		13.0	6.0	nbc-wsj-marist-24878	NBC/WSJ/Marist	2016-07-05	2016-07-10	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	829	3.4	Live Phone	Nonpartisan	None
35.0	43.0	8.0	4.0	9.0	nbc-wsj-marist-24878	NBC/WSJ/Marist	2016-07-05	2016-07-10	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	829	3.4	Live Phone	Nonpartisan	None
47.0	48.0		5.0		gravis-marketing-oann-24941	Gravis Marketing/OANN	2016-06-27	2016-06-28	If the election for President were held today, for whom would you vote?	Registered Voters	1958	2.2	Automated Phone	Nonpartisan	None
42.0	46.0			11.0	ppp-d-americans-united-for-change-constitutional-responsibility-project-24789	PPP (D-Americans United for Change/Constitutional Responsibility Project) 	2016-06-22	2016-06-23		Likely Voters	980	3.1	IVR/Online	Sponsor	Dem
39.0	49.0		8.0	5.0	gqr-d-democracy-corps-women-s-voices-women-vote-24848	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
32.0	45.0	16.0	3.0	5.0	gqr-d-democracy-corps-women-s-voices-women-vote-24848	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
41.0	42.0		3.0	14.0	quinnipiac-24722	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	950	3.2	Live Phone	Nonpartisan	None
36.0	39.0	9.0	5.0	11.0	quinnipiac-24722	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	950	3.2	Live Phone	Nonpartisan	None
40.0	41.0	6.0	3.0	11.0	ppp-d-24641	PPP (D)	2016-06-03	2016-06-05		Likely Voters	1106	3.0	IVR/Online	Pollster	Dem
42.0	43.0		2.0	12.0	quinnipiac-24465	Quinnipiac	2016-04-27	2016-05-08		Registered Voters	1077	3.0	Live Phone	Nonpartisan	None
39.0	54.0			7.0	nbc-wsj-marist-24335	NBC/WSJ/Marist	2016-04-18	2016-04-20		Registered Voters	2606	1.9	Live Phone	Nonpartisan	None
44.0	44.0		2.0	9.0	fox-news-24240	Fox News	2016-04-04	2016-04-07		Likely Voters	1607	2.5	Live Phone	Nonpartisan	None
42.0	45.0		3.0	10.0	quinnipiac-24216	Quinnipiac	2016-03-30	2016-04-04		Likely Voters	1737	2.4	Live Phone	Nonpartisan	None
33.0	46.0		11.0	10.0	franklin-and-marshall-college-24143	Franklin and Marshall College	2016-03-14	2016-03-20		Registered Voters	828	3.3	Live Phone/Online	Nonpartisan	None
35.0	43.0		4.0	19.0	mercyhurst-university-24092	Mercyhurst University	2016-03-01	2016-03-11		Registered Voters	421	4.8	Live Phone	Nonpartisan	None
40.0	45.0			15.0	harper-r-24028	Harper (R)	2016-03-01	2016-03-02		Likely Voters	662	3.75	Automated Phone	Pollster	Rep
45.0	43.0			13.0	ppp-d-22927	PPP (D)	2015-10-08	2015-10-11		Likely Voters	1012		IVR/Online	Pollster	Dem
42.0	44.0		3.0	10.0	quinnipiac-22862	Quinnipiac	2015-09-25	2015-10-05		Registered Voters	1049	3.0	Live Phone	Nonpartisan	None
40.0	45.0		4.0	12.0	quinnipiac-22584	Quinnipiac	2015-08-07	2015-08-18		Registered Voters	1085	3.0	Live Phone	Nonpartisan	None
